product_id,product_name,aisle,department,product_price
2416,Classic Crust Four Cheese Frozen Pizza,frozen pizza,frozen,30000
40948,Crispy Thin Crust BBQ Recipe Chicken Pizza,frozen pizza,frozen,5000
36159,"Cheese Stuffed Crust Four Cheese (Mozzarella, Parmesan, Asiago and Romano) Pizza",frozen pizza,frozen,21000
42470,Gluten Free Personal Size Pizza Crusts,frozen pizza,frozen,3000
25465,Sausage Lotzza Motzza Pizza,frozen pizza,frozen,37000
27795,Rising Crust Pizza Four Cheese Family Size,frozen pizza,frozen,79000
31722,Cappuccino Chip Slow Churned Yogurt Blends,ice cream ice,frozen,77000
1560,Bag Of Ice,ice cream ice,frozen,7000
47652,Coconut Almond Minis Frozen Dessert Bars,ice cream ice,frozen,18000
29911,Giant Chocolate Fudge Ice Cream Bar,ice cream ice,frozen,66000
38255,"Gelato Squares, Key Lime Graham",ice cream ice,frozen,19000
48377,Chocolate Therapy Ice Cream,ice cream ice,frozen,32000
4722,Slow Churned French Vanilla Light Ice Cream,ice cream ice,frozen,74000
25328,Old Fashioned Mac & Cheese,frozen meals,frozen,8000
16547,Cappuccino Gelato,ice cream ice,frozen,3000
24925,Mint Chocolate Chip Frozen Greek Yogurt Bars,ice cream ice,frozen,82000
17605,Spectacular SpeculoosÂEÂEÂ¢ Cookie CoreÂEÂEÂ¢ Ice Cream,ice cream ice,frozen,83000
9946,Hershey's Mini Kisses with Caramel Frozen Dairy Dessert,ice cream ice,frozen,80000
2304,Vanilla Frozen Dairy Dessert Sandwiches,ice cream ice,frozen,39000
13964,Mint Chocolate Chip Frozen Yogurt,ice cream ice,frozen,54000
34127,Frozen Chocolate Fudge Greek Yogurt,ice cream ice,frozen,73000
32019,Chicken Carbonara,frozen meals,frozen,52000
1162,Complete Skillet Meal For Two Chicken Parmigiana & Penne,frozen meals,frozen,3000
6956,Steamed White Rice,frozen meals,frozen,65000
14850,Classic Macaroni & Beef in tomato sauce. Classic Macaroni & Beef,frozen meals,frozen,53000
16188,Chicken A La King,frozen meals,frozen,25000
29798,Organic Lasagna with Meat Sauce,frozen meals,frozen,56000
42028,"Pupusas, Black Bean & Sweet Corn",frozen meals,frozen,23000
45632,Pelmeni Farmers Cheese,frozen meals,frozen,75000
21297,Satisfying Servings Salisbury Steak Dinner,frozen meals,frozen,83000
36,Traditional Lasagna with Meat Sauce Savory Italian Recipes,frozen meals,frozen,7000
3314,Chicken Teriyaki,frozen meals,frozen,34000
10327,Creamy Chicken & Shrimp in a Parmesan Alfredo Sauce,frozen meals,frozen,4000
21187,Classic Macaroni & Beef in Tomato Sauce,frozen meals,frozen,60000
2595,"Tender white meat chicken, vegetables & rice in a cheddar cheese sauce Grandma's Chicken & Vegetable Rice Bake",frozen meals,frozen,44000
28879,Amy Indian Mattar Paneer Light In Sodium,frozen meals,frozen,18000
24104,Chicken Stir Fry,frozen meals,frozen,2000
19809,Crispy Crust Pepperoni Pizza,frozen meals,frozen,38000
16485,Lasagna With Meat Sauce,frozen meals,frozen,14000
40300,Chicken Alfredo,frozen meals,frozen,38000
25721,Zap Ems Fettuccine Alfredo,frozen meals,frozen,63000
12601,Pelmeni w/ Beef,frozen meals,frozen,74000
14343,Home Menu Meals for 2 Sweet & Sour Chicken,frozen meals,frozen,57000
23417,Brown Rice & Vegetables Bowl,frozen meals,frozen,52000
38117,Pasta with Swedish Meatballs Tasty American Favorites,frozen meals,frozen,19000
41397,Three Cheese Macaroni Tasty American Favorites,frozen meals,frozen,55000
11876,Chicken & Vegetable Potstickers,frozen meals,frozen,12000
17223,Freshly made spaghetti tossed with meatballs in a seasoned tomato sauce Spaghetti with Meatballs,frozen meals,frozen,24000
44724,Four Cheese Lasagna,frozen meals,frozen,85000
42577,"Grilled white meat chicken in an apple reduction with cranberries, French cut green beans & carrots and whole wheat orzo pasta. Apple Cranberry Chicken",frozen meals,frozen,73000
4673,Comfort Steak Portabella,frozen meals,frozen,53000
10022,Sweet & Sour Chicken,frozen meals,frozen,20000
36385,Natural Steamer Portabella Spinach Parmesan,frozen meals,frozen,51000
49304,Kung Pao Chicken,frozen meals,frozen,44000
14119,Original Low Fat Fudge Pops,ice cream ice,frozen,47000
3672,Gourmet Mango Mochi Sherbet Bonbons,ice cream ice,frozen,23000
36390,Grilled Chicken Alfredo Bake Frozen Dinner,frozen meals,frozen,61000
20932,"Gluten Free Chocolate Raspberry Whoopie Pies,",frozen dessert,frozen,75000
10178,Blackberry Pie,frozen dessert,frozen,14000
45813,"Creme Pie, Lemon Meringue",frozen dessert,frozen,66000
21042,Reese's Creme Pie,frozen dessert,frozen,43000
40964,Sea Salt Caramel,frozen dessert,frozen,66000
44213,"Shrimp, Asparagus & Penne Pasta",frozen meals,frozen,30000
26917,Beef & Bean Green Chili Burritos,frozen meals,frozen,58000
43606,Breaded Chicken Sandwich,frozen meals,frozen,57000
21008,Shrimp & Vegetable Stir Fry,frozen meals,frozen,28000
7002,"Chicken, Broccoli & Cheddar Frozen Sandwiches",frozen meals,frozen,22000
356,Ristorante Pizza Spinaci Thin Crust Pizza,frozen pizza,frozen,37000
41545,Pizzeria Primo Pepperoni Pizza,frozen pizza,frozen,32000
48966,Lotzza Motzza Sausage and Pepperoni Pizza,frozen pizza,frozen,81000
8251,Roasted Mushroom Pizza,frozen pizza,frozen,74000
3358,"Rising Crust Supreme (Sausage, Pepperoni, Red Peppers, Green Peppers, Onions, Black Olives) Frozen Pizza",frozen pizza,frozen,58000
12104,Dgiorno Asm Pepperoni Speciale,frozen pizza,frozen,55000
34339,"Pizza, Rice Crust, Cheese",frozen pizza,frozen,43000
8012,Pizza 4 Cheese,frozen pizza,frozen,48000
24752,Pizza Mushroom T5,frozen pizza,frozen,15000
17233,"Original 4 Meat Sausage, Pepperoni, Hamburger, Canadian Bacon Pizza",frozen pizza,frozen,35000
11952,Simply Lemon Herb Chicken,frozen meals,frozen,40000
38553,"Bean, Rice and Cheddar Burrito",frozen meals,frozen,35000
9840,Grilled Chicken Pesto with Vegetables Cafe Steamers,frozen meals,frozen,52000
40340,"Stuffed Peppers, Family Size",frozen meals,frozen,9000
6320,Spinach Cheese Rice Palak Paneer Dinner,frozen meals,frozen,11000
45810,Wagon Wheels Mac + Cheese,frozen meals,frozen,82000
32848,Stuffed Shells With Cheese in Marinara Sauce,frozen meals,frozen,2000
10334,Selects Spicy Classic Fried Chicken,frozen meals,frozen,82000
7902,Top Chef Chicken & Potatoes with BBQ Sauce Cafe Steamers,frozen meals,frozen,46000
18355,Goat Cheese and Portobello Ravioli Bowl,frozen meals,frozen,33000
13471,Sausage & Uncured Pepperoni Pizza,frozen pizza,frozen,55000
32273,Roasted Mushroom 'N Spinach Ultra Thin Crust Pizza,frozen pizza,frozen,82000
47474,Pork Carnitas,frozen meals,frozen,68000
21719,Roasted Vegetable Lasagna,frozen meals,frozen,7000
10300,Glazed Chicken,frozen meals,frozen,26000
22326,Indian Vegetable Korma EntrÃƒÂ©e,frozen meals,frozen,7000
47462,Classic Flatbread Pizza Wrap,frozen pizza,frozen,47000
36549,Light and Lean Mattar Paneer,frozen meals,frozen,15000
49181,Country Fried Beef Steak & Gravy,frozen meals,frozen,7000
29344,Milk Chocolate Covered Frozen Banana,ice cream ice,frozen,75000
10234,Organic Coconut Almond in Chocolate Frozen Non-Dairy Desert,ice cream ice,frozen,12000
27723,Slow Churned the Original Rocky Road,ice cream ice,frozen,52000
47939,Gluten Free Rice Crust Pesto Pizza,frozen pizza,frozen,32000
7405,Rising Crust Sausage & Pepperoni Pizza,frozen pizza,frozen,58000
11495,Pepperoni Pizza for One,frozen pizza,frozen,19000
4222,Small Spinach And Artichoke Flatbread,frozen pizza,frozen,46000
28458,Black Bean Tamale Verde,frozen meals,frozen,58000
37733,Uncured Pepperoni Mini Pizza Bagels Frozen Snacks,frozen pizza,frozen,70000
22677,Vegan Margherita Pizza With Daiya Cheeze,frozen pizza,frozen,69000
19997,7 in. Thin & Crispy Pizza Crusts,frozen pizza,frozen,24000
27200,Original Mexican Style Pizza,frozen pizza,frozen,41000
47820,"Pizza, Naan, Artisan Crust, Spinach & Paneer Cheese",frozen pizza,frozen,82000
12581,Gluten Free Supreme Pizza,frozen pizza,frozen,41000
34857,"Thin Crust Supreme 22.1 Oz 12\""",frozen pizza,frozen,77000
1574,Pepperoni Pizza Pockets,frozen pizza,frozen,41000
25030,"Cheese Stuffed Crust Three Meat (Sausage, Pepperoni & Beef Pizza Topping) Pizza",frozen pizza,frozen,59000
34214,Pesto Pizza,frozen pizza,frozen,29000
19806,Smart Ones Classic Favorites Thin Crust Pepperoni Pizza,frozen pizza,frozen,68000
27897,Margherita Naan Frozen Pizza,frozen pizza,frozen,35000
35584,Pizza Four Cheese,frozen pizza,frozen,13000
45673,Chicken Sausage Pizza,frozen pizza,frozen,38000
25262,Spicy Italian Sausage Rising Crust Pizza,frozen pizza,frozen,65000
39228,Gluten Free Uncured Pepperoni Pizza,frozen pizza,frozen,30000
14013,Bistro Wild Salmon Frozen Entree,frozen meals,frozen,30000
49490,Smart Ones Thai Style White Meat Chicken & Rice Noodles,frozen meals,frozen,72000
26692,Corn tortillas filled with chicken & vegetables over a bed of rice topped with a real cheese sauce Chicken Enchiladas with Cheese Sauce & Rice,frozen meals,frozen,79000
12840,Hungry Man Country Fried Steak,frozen meals,frozen,6000
16451,Harvest Apple Meatless Sausage,frozen meals,frozen,49000
29815,Bistro Burgers,frozen meals,frozen,76000
46341,Spa Cuisine Butternut Squash Ravioli,frozen meals,frozen,41000
7828,Lasagna with Meat Sauce,frozen meals,frozen,24000
29695,Craveables Chicken Club Panini,frozen meals,frozen,74000
18885,Mrktpl Sweet Potato Bake,frozen meals,frozen,84000
28604,Garden Veggie Burger,frozen meals,frozen,36000
9870,Stuffed Soft Pretzel Made in Nut Free Bakery Source of Whole Grains Grilled Cheese,frozen appetizers sides,frozen,68000
38326,Beef Meatballs,frozen appetizers sides,frozen,6000
6126,Gluten Free Rice Crusted Fishies,frozen appetizers sides,frozen,58000
41089,Fajita-Style Grilled Chicken Breast Strips,frozen appetizers sides,frozen,78000
10145,Simple Favorites Chicken Enchilada Suiza,frozen meals,frozen,7000
19421,Coconut Milk Vanilla Bean Frozen Dessert,ice cream ice,frozen,30000
42506,Low Fat Fudge Bars,ice cream ice,frozen,53000
19258,Smart Ones Chicken Fettucini,frozen meals,frozen,8000
41005,Indian Mattar Tofu,frozen meals,frozen,17000
11080,Crustless Chicken Pot Pie,frozen meals,frozen,19000
6219,Turkey Breast Medallions,frozen meals,frozen,10000
12940,Zap-Ems Rigatoni In Sauce With Broccoli & White Chicken,frozen meals,frozen,35000
32099,Cilantro Lime Chicken Burrito,frozen meals,frozen,33000
9785,All Natural Gluten Free Spinach and Mushroom Egg White Omelette,frozen meals,frozen,43000
8451,Cheese Tortellini,frozen meals,frozen,51000
271,TAI PEI      14OZ.SWEET & SOUR CHKN,frozen meals,frozen,39000
518,Turkey Meatloaf & Mashed Potatoes,frozen meals,frozen,49000
35794,Kofta Curry,frozen meals,frozen,58000
12268,Sugar Free Orange Cherry & Grape Pops,ice cream ice,frozen,48000
49363,Freshly made pasta in a 100% Real Cheddar cheese sauce Macaroni & Cheese,frozen meals,frozen,69000
23161,"Taquitos, Large, Corn Tortilla, Chicken Style",frozen meals,frozen,60000
24902,Classic Lasagna With Meat Sauce,frozen meals,frozen,5000
5952,Cajun Style Chicken Alfredo,frozen meals,frozen,48000
43493,Boneless Pork Rib Shaped Potty Meal,frozen meals,frozen,49000
8954,Premium Pepperoni Pizza in Garlic Buttery Crust Sandwiches,frozen meals,frozen,82000
31473,Turkey Lasagna,frozen meals,frozen,22000
30386,Frozen German Chocolate Layer Cake,frozen dessert,frozen,47000
33164,Oven Fresh Cherry Pie,frozen dessert,frozen,47000
32494,Original Flaky Crust Dutch Apple Pie,frozen dessert,frozen,7000
43475,Butter Puff Pastry,frozen dessert,frozen,40000
3114,Frozen Classic Coconut Layer Cake,frozen dessert,frozen,45000
7366,Lattice Cherry Pie,frozen dessert,frozen,48000
30555,Churros,frozen dessert,frozen,78000
40367,Frozen Hot Cocoa Ice Cream,frozen dessert,frozen,56000
25063,Original Flaky Crust Cherry Pie,frozen dessert,frozen,54000
23573,"Creme Pie, Key Lime",frozen dessert,frozen,51000
41556,Pastry Kitchens Classic Puff Pastry,frozen dessert,frozen,36000
358,Frozen All Butter Pound Cake,frozen dessert,frozen,22000
13338,Gluten Free Smoked Gouda Mac and Cheese,frozen meals,frozen,64000
41037,Pretzel Dogs Soft Pretzel Mini Beef Hot Dogs,frozen meals,frozen,12000
39703,Mexican-Style Chicken & Vegetables,frozen meals,frozen,29000
3255,Chicken Tikka Masala Samosas with Cilantro Chutney,frozen meals,frozen,6000
34596,"Chicken, Tandoori",frozen meals,frozen,22000
7266,Mini Cheeseburgers,frozen meals,frozen,31000
37034,Roast Beef & Cheddar,frozen meals,frozen,21000
32902,Artichoke And Spinach Ravioli,frozen meals,frozen,1000
42865,Braised Beef & Polenta Red Wine,frozen meals,frozen,4000
18325,Classic Meal For 2 Chicken Alla Vodka & Farfalle,frozen meals,frozen,11000
2778,Classic Chicken Parmigiana & Penne,frozen meals,frozen,20000
15125,Tender white meat turkey & stuffing in a homestyle gravy with russet mashed potatoes Roast Turkey,frozen meals,frozen,81000
26064,Fk Oven Roasted Chicken,frozen meals,frozen,49000
38415,"Lean Pockets Applewood Bacon, Egg & Cheese Frozen Sandwiches with Whole Grain Crust",frozen meals,frozen,23000
26914,Bean & Cheese Burrito,frozen meals,frozen,73000
19793,Voila! Fajita Chicken,frozen meals,frozen,40000
7398,Indian Samosa Wrap,frozen meals,frozen,6000
26961,"Low Fat Burrito Beans, Rice & Cheese Style",frozen meals,frozen,58000
3717,Cheese Enchilada Meal,frozen meals,frozen,56000
26716,"Asian Noodle, Stir Fry",frozen meals,frozen,23000
16030,Shrimp Fried Rice,frozen meals,frozen,53000
32917,Chicken Marsala,frozen meals,frozen,32000
36766,Chicken Biryani,frozen meals,frozen,51000
7769,Chicken Little Jamm Sliders,frozen meals,frozen,58000
6083,Vanilla Rice Ice Cream,ice cream ice,frozen,37000
21671,Premium Vanilla Ice Cream Sandwiches,ice cream ice,frozen,40000
1822,Chocolate Mint Ganache Ice Cream Cones,ice cream ice,frozen,13000
13127,Cookies 'N Cream Coconut Milk Frozen Dessert,ice cream ice,frozen,68000
47183,Mint Fudge Cookie Kandy Bars,ice cream ice,frozen,26000
21917,Vitamin C Pops,ice cream ice,frozen,76000
23580,Outshine Lime Fruit Bars,ice cream ice,frozen,4000
3296,Nonfat Vanilla Fudge Swirl Frozen Yogurt,ice cream ice,frozen,79000
40711,Mrs Fields Cookie Sandwich Ice Cream,ice cream ice,frozen,20000
5636,Vanilla and Chocolate Low Fat Ice Cream Sandwiches,ice cream ice,frozen,18000
27465,Organic Specialty Mushroom Trio,ice cream ice,frozen,21000
5072,Dark Chocolate Raspberry Ice Cream Bars,ice cream ice,frozen,56000
32615,Vanilla Caramel Pizzelle Gelato Bars,ice cream ice,frozen,68000
45009,Chocolate Chocolate Chip Ice Cream,ice cream ice,frozen,63000
7104,Vanilla Ice Cream in wafer cups,ice cream ice,frozen,1000
27589,Ham and Cheese,frozen meals,frozen,34000
16170,Italian Style Meatballs & Mozzarella Sandwiches,frozen meals,frozen,5000
34559,Southwest Style Chicken,frozen meals,frozen,13000
926,Crispy Thin Crust White Pizza,frozen pizza,frozen,73000
1776,Thin & Crispy Margherita Frozen Pizza,frozen pizza,frozen,52000
15619,Pizza Pepperoni 3 Cheeses,frozen pizza,frozen,13000
38741,Stracciatella Gelato,ice cream ice,frozen,46000
7973,Lotzza Motzza Bacon Cheesburger Pizza,frozen pizza,frozen,51000
32799,4 Cheese Medley Frozen Pizza,frozen pizza,frozen,53000
